Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),GridXYZ,BlockXYZ,Name
0.3,5715695,130,43966.9,26528.0,23904,68095,19877.4,1024    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)22, (int)4, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.3,5390261,22,245011.9,244508.5,194301,309756,51028.1,  20    1    1,  32    4    1,"void flash_attn_ext_f16<(int)256, (int)256, (int)4, (int)8, (bool)0, (bool)0, (bool)0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)"
0.3,5378641,60,89644.0,90142.5,87582,92159,1408.0,4096    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)12, (int)4, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.2,4783998,40,119600.0,119582.5,119262,120063,214.6,4096    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)22, (int)3, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.2,4639972,60,77332.9,76927.0,75231,79743,1188.9,2048    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)22, (int)4, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.2,4497827,2,2248913.5,2248913.5,2247169,2250658,2467.1,124160    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)13, (int)3, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.2,4392996,15,292866.4,401563.0,65951,405434,161511.6,  20    1    1,  32    8    1,"void mul_mat_q<(ggml_type)21, (int)40, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, const float *, uint3, int, int, int, int, int, uint3, uint3, int, int, int, uint3, uint3, int, int, int, uint3)"
0.2,4361313,882,4944.8,4128.0,3744,15040,1328.8, 384    1    1,  64    1    1,"void cpy_scalar<&cpy_1_scalar<float, float>>(const char *, char *, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long)"
0.2,4026405,40,100660.1,100639.0,100382,100990,137.5,1024    8    1,  32    2    1,"void mul_mat_vec_q_moe<(ggml_type)11, (int)2, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)"
0.2,3767983,348,10827.5,10848.0,10304,11392,221.7, 256    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)22, (int)3, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.2,3436012,82,41902.6,41487.5,39583,50687,1969.6,   4    2   11, 256    1    1,volta_sgemm_64x32_sliced1x4_tn
0.2,2967129,20,148356.5,147934.0,146878,152414,1437.3,4096    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)22, (int)4, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.1,2859322,8,357415.3,100111.0,98271,1172080,398181.7,  20    1    1,  32    8    1,"void mul_mat_q<(ggml_type)2, (int)64, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, const float *, uint3, int, int, int, int, int, uint3, uint3, int, int, int, uint3, uint3, int, int, int, uint3)"
0.1,2803737,40,70093.4,70047.0,69631,72927,499.9, 256    8    1,  32    2    1,"void mul_mat_vec_q_moe<(ggml_type)10, (int)2, (bool)1>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)"
0.1,2763389,60,46056.5,47439.5,43295,50400,2100.2,   1   64    2, 128    1    1,"void ssm_conv_long_token_f32<(bool)1, (unsigned long)128, (unsigned long)4, (long)32>(const float *, const float *, const float *, int, int, int, int, float *, int, int, int, long)"
0.1,2735028,56,48839.8,58431.5,24224,58975,15457.1,1024    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)21, (int)3, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.1,2573281,44,58483.7,57519.0,57088,62111,1613.2,   8    1    1,  32    4    1,"void flash_attn_ext_f16<(int)256, (int)256, (int)4, (int)8, (bool)0, (bool)0, (bool)0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)"
0.1,2554945,65,39306.8,20800.0,19936,61855,20480.5,1024    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)22, (int)2, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.1,2483547,180,13797.5,14128.0,12320,16704,1123.6, 256    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)22, (int)4, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.1,2414467,90,26827.4,26208.0,25824,28319,919.6,2048    1    1, 256    1    1,"scale_f32(const float *, float *, float, float, long)"
0.1,2404067,158,15215.6,15167.0,14944,18656,377.2, 256    1    1, 256    1    1,"void mul_mat_vec_f<float, float, (int)3, (int)256, (bool)0, (bool)0>(const T1 *, const float *, const int *, ggml_cuda_mm_fusion_args_device, float *, int, uint3, int, int, int, uint3, int, int, int, uint3, int, int, int, int)"
0.1,2373054,40,59326.4,58991.0,55648,64415,2430.5,1024    8    1,  32    2    1,"void mul_mat_vec_q<(ggml_type)11, (int)1, (bool)0, (bool)1, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.1,2027046,30,67568.2,67519.0,66975,68159,272.3,2048    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)22, (int)2, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.1,2015396,30,67179.9,67151.0,66624,67903,318.7,4096    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)12, (int)2, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.1,1916373,906,2115.2,2079.5,1855,6751,376.0,   8    3    1, 256    1    1,"quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)"
0.1,1850629,8,231328.6,67007.0,63775,759925,257015.7,  20    1    1,  32    8    1,"void mul_mat_q<(ggml_type)2, (int)40, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, const float *, uint3, int, int, int, int, int, uint3, uint3, int, int, int, uint3, uint3, int, int, int, uint3)"
0.1,1719785,30,57326.2,57023.5,56607,65599,1569.8,8192    1    1,  32    2    1,"void mul_mat_vec_q<(ggml_type)12, (int)1, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.1,1715371,40,42884.3,42831.5,41343,44639,947.2, 512    8    1,  32    2    1,"void mul_mat_vec_q<(ggml_type)10, (int)1, (bool)1, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.1,1653641,326,5072.5,4672.0,4480,8096,702.6,   1    1    1,  32    8    1,"void topk_moe_cuda<(int)256, (bool)0>(const float *, float *, int *, float *, int, int, float, float, topk_moe_config)"
0.1,1619242,30,53974.7,65838.5,27071,67680,18183.4,1024    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)21, (int)4, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.1,1549382,195,7945.5,7488.0,6080,17344,1911.6,  20    4    1,  32    4    1,"void mul_mat_q_stream_k_fixup<(ggml_type)22, (int)64, (bool)0>(const int *, const int *, float *, float *, uint3, int, int, int, uint3, int, uint3, int, uint3)"
0.1,1524904,20,76245.2,75582.5,68703,84959,4272.9,  22    1    1, 256    1    1,"void cub::DeviceRadixSortOnesweepKernel<cub::DeviceRadixSortPolicy<float, int, unsigned int>::Policy800, (bool)1, float, int, unsigned int, int, int>(T7 *, T7 *, T5 *, const T5 *, T3 *, const T3 *, T4 *, const T4 *, T6, int, int)"
0.1,1475592,30,49186.4,49119.0,48799,51199,411.4,2048    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)22, (int)1, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.1,1474442,470,3137.1,3360.0,1888,6624,1067.2,   8    4    1, 256    1    1,"quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)"
0.1,1472016,82,17951.4,18256.0,16032,20191,1313.8, 256    1    1, 256    1    1,"void mul_mat_vec_f<float, float, (int)4, (int)256, (bool)0, (bool)0>(const T1 *, const float *, const int *, ggml_cuda_mm_fusion_args_device, float *, int, uint3, int, int, int, uint3, int, int, int, uint3, int, int, int, int)"
0.1,1303342,22,59242.8,58911.0,58719,62655,1061.1,  16    1    1,  32    4    1,"void flash_attn_ext_f16<(int)256, (int)256, (int)4, (int)8, (bool)0, (bool)0, (bool)0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)"
0.1,1294126,10,129412.6,129422.5,129214,129662,139.6,4096    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)22, (int)2, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.1,1280371,234,5471.7,5088.0,4127,9152,1133.6,   1   64    1, 128    1    1,"void ssm_conv_f32<(bool)1, (unsigned long)128, (unsigned long)4>(const float *, const float *, const float *, int, int, int, int, float *, int, int, int, long)"
0.1,1260333,30,42011.1,42015.0,41631,42496,184.0,1024    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)22, (int)1, (bool)0, (bool)1, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.1,1224717,642,1907.7,1664.0,1504,12704,787.2,   1    1    1, 256    1    1,"void unary_op_kernel<&op_sigmoid, float>(const T2 *, T2 *, int)"
0.1,1177007,330,3566.7,3488.0,3359,7008,427.0,   3    1    1,1024    1    1,"void rms_norm_f32<(int)1024, (bool)1, (bool)0>(const float *, float *, int, long, long, long, float, const float *, long, long, long, uint3, uint3, uint3, uint3, const float *, long, long, long, uint3, uint3, uint3, uint3)"
0.1,1172658,41,28601.4,28607.0,28064,29439,248.0,  56    8    1, 256    1    1,"moe_weighted_reduction_f32(const float *, const float *, const float *, float *, long, int)"
0.1,1170933,71,16492.0,16160.0,15456,17440,653.7, 896    1    1, 256    1    1,"void unary_gated_op_kernel<&op_silu, float>(const T2 *, const T2 *, T2 *, long, long, long, long)"
0.1,1163945,246,4731.5,4800.0,4032,6848,406.6, 256    1    1,  32    1    1,"void mm_ids_helper<(int)8>(const int *, int *, int *, int *, int, int, int, int, int, bool)"
0.1,1090732,195,5593.5,4672.0,3744,12287,1481.9,  20    4    1,  32    4    1,"void mul_mat_q_stream_k_fixup<(ggml_type)22, (int)40, (bool)0>(const int *, const int *, float *, float *, uint3, int, int, int, uint3, int, uint3, int, uint3)"
0.1,1086127,90,12068.1,12095.5,11615,12640,268.7, 256    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)22, (int)2, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.1,1041104,190,5479.5,5519.5,3136,14528,1230.6,  56    4    1, 128    1    1,"void quantize_mmq_q8_1<(mmq_q8_1_ds_layout)0, (bool)0>(const float *, const int *, void *, long, long, long, long, long, int, int, int)"
0.1,1016308,294,3456.8,3232.5,2783,6880,747.6,   1   96    1, 256    1    1,"void k_get_rows_float<float, float>(const T1 *, const int *, T2 *, long, long, uint3, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)"
0.0,872273,120,7268.9,7232.0,6592,17760,1227.2,  20    4    1,  32    4    1,"void mul_mat_q_stream_k_fixup<(ggml_type)22, (int)64, (bool)1>(const int *, const int *, float *, float *, uint3, int, int, int, uint3, int, uint3, int, uint3)"
0.0,814292,41,19860.8,19807.0,19327,24032,734.5,  38    8    1, 256    1    1,"moe_weighted_reduction_f32(const float *, const float *, const float *, float *, long, int)"
0.0,813808,30,27126.9,27087.5,26720,27775,229.0,  32   56    1, 256    1    1,"void rms_norm_f32<(int)256, (bool)1, (bool)0>(const float *, float *, int, long, long, long, float, const float *, long, long, long, uint3, uint3, uint3, uint3, const float *, long, long, long, uint3, uint3, uint3, uint3)"
0.0,811925,60,13532.1,13440.0,12960,19648,841.5,  16   56    1, 256    1    1,"void rms_norm_f32<(int)256, (bool)0, (bool)0>(const float *, float *, int, long, long, long, float, const float *, long, long, long, uint3, uint3, uint3, uint3, const float *, long, long, long, uint3, uint3, uint3, uint3)"
0.0,811603,71,11431.0,11360.0,10624,16320,899.3, 608    1    1, 256    1    1,"void unary_gated_op_kernel<&op_silu, float>(const T2 *, const T2 *, T2 *, long, long, long, long)"
0.0,782166,10,78216.6,78095.0,77823,79039,340.0,2048    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)22, (int)1, (bool)0, (bool)1, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.0,781781,190,4114.6,4319.5,2624,5280,768.3,  38    4    1, 128    1    1,"void quantize_mmq_q8_1<(mmq_q8_1_ds_layout)0, (bool)0>(const float *, const int *, void *, long, long, long, long, long, int, int, int)"
0.0,752245,15,50149.7,63391.0,23167,64031,19675.1,1024    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)21, (int)2, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.0,745559,4,186389.8,188894.0,173118,194653,9616.7, 256    8    1,  32    3    1,"void mul_mat_vec_q_moe<(ggml_type)2, (int)2, (bool)1>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)"
0.0,741132,172,4308.9,3616.0,3359,6944,988.7,   4    1    1,1024    1    1,"void rms_norm_f32<(int)1024, (bool)1, (bool)0>(const float *, float *, int, long, long, long, float, const float *, long, long, long, uint3, uint3, uint3, uint3, const float *, long, long, long, uint3, uint3, uint3, uint3)"
0.0,712634,86,8286.4,8255.0,7488,12192,809.4,  56    1    1,1024    1    1,"void rms_norm_f32<(int)1024, (bool)1, (bool)0>(const float *, float *, int, long, long, long, float, const float *, long, long, long, uint3, uint3, uint3, uint3, const float *, long, long, long, uint3, uint3, uint3, uint3)"
0.0,693648,228,3042.3,3040.0,2783,3616,204.2,  16    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)22, (int)3, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
