Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),GridXYZ,BlockXYZ,Name
0.6,27480510,198,138790.5,52621.5,42366,617094,137835.3,  20    1    1,  32    8    1,"void mul_mat_q<(ggml_type)22, (int)24, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, const float *, uint3, int, int, int, int, int, uint3, uint3, int, int, int, uint3, uint3, int, int, int, uint3)"
0.5,26166426,2394,10930.0,10912.0,10528,11392,109.5, 512    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)22, (int)1, (bool)0, (bool)1, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.4,19178483,189,101473.5,100508.0,93148,119260,6068.7,2048    8    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)21, (int)1, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.4,18696551,5103,3663.8,3552.0,3327,7040,436.4,   1    1    1,1024    1    1,"void rms_norm_f32<(int)1024, (bool)1, (bool)0>(const float *, float *, int, long, long, long, float, const float *, long, long, long, uint3, uint3, uint3, uint3, const float *, long, long, long, uint3, uint3, uint3, uint3)"
0.3,15446074,40,386151.9,467228.0,40798,579816,205661.7,  20    1    1,  32    8    1,"void mul_mat_q<(ggml_type)12, (int)24, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, const float *, uint3, int, int, int, int, int, uint3, uint3, int, int, int, uint3, uint3, int, int, int, uint3)"
0.3,12140268,2640,4598.6,4512.0,4415,7008,340.7,   1    1    1,  32    8    1,"void topk_moe_cuda<(int)256, (bool)0>(const float *, float *, int *, float *, int, int, float, float, topk_moe_config)"
0.2,11096509,3780,2935.6,2880.0,2592,6464,448.5,   8    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)22, (int)1, (bool)0, (bool)1, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.2,9356333,2010,4654.9,4320.0,4063,18431,1679.0,   1   64    1, 128    1    1,"void ssm_conv_f32<(bool)1, (unsigned long)128, (unsigned long)4>(const float *, const float *, const float *, int, int, int, int, float *, int, int, int, long)"
0.2,8507758,2010,4232.7,4096.0,3967,7872,457.6, 384    1    1,  64    1    1,"void cpy_scalar<&cpy_1_scalar<float, float>>(const char *, char *, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long)"
0.2,8053733,1890,4261.2,4128.0,3967,7968,416.9, 128    1    1, 256    1    1,"void concat_cont<unsigned int, (int)0>(const T1 *, const T1 *, T1 *, long, long, long, long, long, long)"
0.2,7951605,4660,1706.4,1664.0,1503,5472,361.8,   1    1    1, 256    1    1,"void unary_op_kernel<&op_sigmoid, float>(const T2 *, T2 *, int)"
0.2,7658408,3780,2026.0,2015.0,1823,5471,366.6,  16    1    1, 256    1    1,"void rms_norm_f32<(int)256, (bool)0, (bool)0>(const float *, float *, int, long, long, long, float, const float *, long, long, long, uint3, uint3, uint3, uint3, const float *, long, long, long, uint3, uint3, uint3, uint3)"
0.2,7560798,120,63006.7,65133.5,49086,78748,7829.8,8192    1    1, 256    1    1,"void concat_non_cont<unsigned int, (int)0>(const char *, const char *, char *, long, long, long, long, unsigned long, unsigned long, unsigned long, unsigned long, long, long, long, long, unsigned long, unsigned long, unsigned long, unsigned long, long, long, long, long, unsigned long, unsigned long, unsigned long, unsigned long)"
0.1,7057004,2520,2800.4,2752.0,2527,4959,349.9,   1    8    1, 256    1    1,"moe_weighted_reduction_f32(const float *, const float *, const float *, float *, long, int)"
0.1,6676971,2010,3321.9,3232.0,3072,7008,345.1,   1   96    1, 256    1    1,"void k_get_rows_float<float, float>(const T1 *, const int *, T2 *, long, long, uint3, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)"
0.1,6607414,3780,1748.0,1664.0,1599,5664,367.5,   8    1    1, 256    1    1,"scale_f32(const float *, float *, float, float, long)"
0.1,6493667,2520,2576.9,2496.0,2431,4448,332.6,   8    1    1, 256    1    1,"void k_get_rows_float<int, int>(const T1 *, const int *, T2 *, long, long, uint3, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)"
0.1,6479849,2520,2571.4,2496.0,2399,6495,381.4,   1    1    1, 256    1    1,"void mul_mat_vec_f<float, float, (int)1, (int)256, (bool)0, (bool)0>(const T1 *, const float *, const int *, ggml_cuda_mm_fusion_args_device, float *, int, uint3, int, int, int, uint3, int, int, int, uint3, int, int, int, int)"
0.1,6474547,2520,2569.3,2559.0,2048,4896,430.4,  64    1    1, 128    1    1,"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)"
0.1,6059618,80,75745.2,75709.0,75357,76221,193.2, 256    8    1,  32    2    1,"void mul_mat_vec_q_moe<(ggml_type)22, (int)2, (bool)1>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)"
0.1,6055927,630,9612.6,9599.0,8959,11391,308.1, 128    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)22, (int)1, (bool)0, (bool)1, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.1,5729492,2520,2273.6,2145.0,1759,5536,409.6,   2    8    1, 256    1    1,"quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)"
0.1,5708927,1890,3020.6,2943.0,2720,6080,392.8,  32    1    1, 256    1    1,"void rms_norm_f32<(int)256, (bool)1, (bool)0>(const float *, float *, int, long, long, long, float, const float *, long, long, long, uint3, uint3, uint3, uint3, const float *, long, long, long, uint3, uint3, uint3, uint3)"
0.1,5650412,74,76356.9,76349.0,76093,76861,127.7,1024    8    1,  32    2    1,"void mul_mat_vec_q_moe<(ggml_type)22, (int)2, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)"
0.1,5601195,2520,2222.7,2144.0,2047,5728,393.9,   8    1    1, 128    1    1,"void k_bin_bcast<&op_add, float, float, float, const float *, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)"
0.1,5255877,136,38646.2,21103.0,20159,61726,20213.7,1024    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)22, (int)2, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.1,5239411,2520,2079.1,2048.0,1759,6912,420.0,  16    1    1, 256    1    1,"quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)"
0.1,5088232,40,127205.8,124347.0,113532,161369,13868.9, 256    8    1,  32    4    1,"void mul_mat_vec_q_moe<(ggml_type)22, (int)2, (bool)1>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)"
0.1,4880605,1890,2582.3,2496.0,2431,6111,410.9,   8    1    1, 128    1    1,"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)"
0.1,4778192,2520,1896.1,1824.0,1759,5343,391.3,   8    1    1, 128    1    1,"void k_bin_bcast<&op_mul, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)"
0.1,4739855,2520,1880.9,1792.0,1759,5248,398.2,   2    1    1, 256    1    1,"quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)"
0.1,4642711,1890,2456.5,2336.0,2240,5664,519.5,  16    1    1, 256    1    1,"void unary_gated_op_kernel<&op_silu, float>(const T2 *, const T2 *, T2 *, long, long, long, long)"
0.1,4497058,37,121542.1,120443.0,118234,129690,3265.8,1024    8    1,  32    4    1,"void mul_mat_vec_q_moe<(ggml_type)22, (int)2, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)"
0.1,4265075,1890,2256.7,2144.0,2079,5631,459.6,   1    1    1,  16    1    1,"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)"
0.1,4061298,60,67688.3,67661.5,67101,68573,269.5,2048    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)22, (int)2, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.1,4058193,60,67636.6,67549.0,67101,71677,583.0,4096    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)12, (int)2, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.1,3941457,630,6256.3,6208.0,5920,8576,328.3, 512    1    1,  32    2    1,"void mul_mat_vec_q<(ggml_type)12, (int)1, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.1,3631734,1320,2751.3,2656.0,2591,5888,327.4,   1    1    1, 256    1    1,"void k_set_rows_quant<long, block_q4_0, (int)32, &quantize_f32_q4_0_block>(const float *, const T1 *, T2 *, long, long, long, long, long, long, long, long, long, long, long, long, long, long, uint3, uint3, uint3, uint3, uint3)"
0.1,3626586,1890,1918.8,1824.0,1759,5376,444.0,   1    1    1, 256    1    1,"void unary_gated_op_kernel<&op_softplus, float>(const T2 *, const T2 *, T2 *, long, long, long, long)"
0.1,2865257,12,238771.4,263797.0,54142,326194,89514.0,  20    1    1,  32    8    1,"void mul_mat_q<(ggml_type)21, (int)24, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, const float *, uint3, int, int, int, int, int, uint3, uint3, int, int, int, uint3, uint3, int, int, int, uint3)"
0.1,2845995,68,41852.9,25119.0,23615,64221,19486.3,1024    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)22, (int)4, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.1,2618641,30,87288.0,87244.0,86973,87612,167.1,4096    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)12, (int)4, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.1,2592402,20,129620.1,129611.0,129082,130074,212.7,4096    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)22, (int)2, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.0,2270847,126,18022.6,17759.0,17087,20799,728.1,2048    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)21, (int)1, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.0,2267773,30,75592.4,75628.5,74749,76253,337.7,2048    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)22, (int)4, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.0,2173543,180,12075.2,12063.0,11552,12736,224.4, 256    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)22, (int)2, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.0,1956104,630,3104.9,3104.0,2944,3488,96.4,   1   16    1, 256    1    1,"void flash_attn_combine_results<(int)256>(const float *, const float2 *, float *, int)"
0.0,1733141,60,28885.7,27694.5,26079,34143,3021.3,  20    1    1,  32    8    1,"void mul_mat_q<(ggml_type)22, (int)32, (bool)1>(const char *, const int *, const int *, const int *, float *, float *, const float *, uint3, int, int, int, int, int, uint3, uint3, int, int, int, uint3, uint3, int, int, int, uint3)"
0.0,1725877,630,2739.5,2720.0,2623,4480,109.6,  16    1    1, 256    1    1,"void rms_norm_f32<(int)256, (bool)1, (bool)0>(const float *, float *, int, long, long, long, float, const float *, long, long, long, uint3, uint3, uint3, uint3, const float *, long, long, long, uint3, uint3, uint3, uint3)"
0.0,1665788,60,27763.1,27775.0,27487,28063,125.6,2048    1    1, 256    1    1,"scale_f32(const float *, float *, float, float, long)"
0.0,1583733,630,2513.9,2496.0,2399,3040,54.7,  64    1    1,  64    1    1,"void cpy_scalar<&cpy_1_scalar<float, float>>(const char *, char *, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long)"
0.0,1463233,10,146323.3,146314.0,144506,147737,900.3,4096    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)22, (int)4, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.0,1442787,630,2290.1,2272.0,2239,3488,72.1,  16    1    1,   1  256    1,"void rope_multi<(bool)1, (bool)0, float>(const T3 *, T3 *, int, int, int, int, int, int, int, int, int, int, int, const int *, float, float, float, rope_corr_dims, float, const float *, mrope_sections, bool, bool)"
0.0,1417208,630,2249.5,2239.0,2112,4000,140.9,   2    1    1, 256    1    1,"void rms_norm_f32<(int)256, (bool)1, (bool)0>(const float *, float *, int, long, long, long, float, const float *, long, long, long, uint3, uint3, uint3, uint3, const float *, long, long, long, uint3, uint3, uint3, uint3)"
0.0,1374141,630,2181.2,2207.0,1887,2560,101.8,  16    1    1,  32    4    1,"void fwht_cuda<(int)64>(const float *, float *, long, float)"
0.0,1366468,24,56936.2,63709.0,22943,64157,15505.1,1024    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)21, (int)2, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.0,1332642,630,2115.3,2176.0,1791,3648,171.0,   4    1    1,  32    4    1,"void fwht_cuda<(int)256>(const float *, float *, long, float)"
0.0,1242004,630,1971.4,1920.0,1887,5440,290.6,   2    1    1,   1  256    1,"void rope_multi<(bool)1, (bool)0, float>(const T3 *, T3 *, int, int, int, int, int, int, int, int, int, int, int, const int *, float, float, float, rope_corr_dims, float, const float *, mrope_sections, bool, bool)"
0.0,1230862,40,30771.6,31055.0,27774,39710,2017.6,   4    1   14, 256    1    1,volta_sgemm_64x32_sliced1x4_tn
0.0,1228999,80,15362.5,15327.0,15167,15935,140.3, 256    1    1, 256    1    1,"void mul_mat_vec_f<float, float, (int)2, (int)256, (bool)0, (bool)0>(const T1 *, const float *, const int *, ggml_cuda_mm_fusion_args_device, float *, int, uint3, int, int, int, uint3, int, int, int, uint3, int, int, int, int)"
0.0,1174836,650,1807.4,1760.0,1695,5375,285.1,   1    1    1,  32    4    1,"void fwht_cuda<(int)256>(const float *, float *, long, float)"
0.0,1129588,90,12551.0,12543.0,12063,13279,174.9, 256    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)22, (int)4, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.0,1098162,630,1743.1,1728.0,1695,2079,45.4,  16    1    1, 256    1    1,"void unary_gated_op_kernel<&op_sigmoid, float>(const T2 *, const T2 *, T2 *, long, long, long, long)"
0.0,1089993,630,1730.1,1664.0,1631,4992,365.2,   2    1    1,  32    4    1,"void fwht_cuda<(int)64>(const float *, float *, long, float)"
0.0,1057272,460,2298.4,2240.5,2111,3360,185.4,   8    2    1, 256    1    1,"quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)"
0.0,846403,198,4274.8,3888.0,3008,6175,809.9,  20    4    1,  32    4    1,"void mul_mat_q_stream_k_fixup<(ggml_type)22, (int)24, (bool)0>(const int *, const int *, float *, float *, uint3, int, int, int, uint3, int, uint3, int, uint3)"
0.0,789695,20,39484.8,39550.0,38590,39839,269.1,   8    1    1,  32    4    1,"void flash_attn_ext_f16<(int)256, (int)256, (int)2, (int)8, (bool)0, (bool)0, (bool)0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)"
0.0,706084,12,58840.3,65181.5,26815,65501,14907.5,1024    1    1,  32    4    1,"void mul_mat_vec_q<(ggml_type)21, (int)4, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.0,676868,162,4178.2,4192.0,4032,4831,97.7,   2    1    1,1024    1    1,"void rms_norm_f32<(int)1024, (bool)1, (bool)0>(const float *, float *, int, long, long, long, float, const float *, long, long, long, uint3, uint3, uint3, uint3, const float *, long, long, long, uint3, uint3, uint3, uint3)"
0.0,646822,40,16170.6,16159.0,15871,16575,156.0, 256    1    1, 256    1    1,"void mul_mat_vec_f<float, float, (int)4, (int)256, (bool)0, (bool)0>(const T1 *, const float *, const int *, ggml_cuda_mm_fusion_args_device, float *, int, uint3, int, int, int, uint3, int, int, int, uint3, int, int, int, int)"
0.0,593067,190,3121.4,3216.0,2304,4256,586.6,  23    4    1, 128    1    1,"void quantize_mmq_q8_1<(mmq_q8_1_ds_layout)0, (bool)0>(const float *, const int *, void *, long, long, long, long, long, int, int, int)"
0.0,561161,6,93526.8,92412.0,92092,99516,2937.0,1024    8    1,  32    2    1,"void mul_mat_vec_q_moe<(ggml_type)21, (int)2, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)"
0.0,483631,81,5970.8,5536.0,5312,18751,1540.2,  23    1    1,1024    1    1,"void rms_norm_f32<(int)1024, (bool)1, (bool)0>(const float *, float *, int, long, long, long, float, const float *, long, long, long, uint3, uint3, uint3, uint3, const float *, long, long, long, uint3, uint3, uint3, uint3)"
0.0,482341,230,2097.1,2048.0,1887,2624,201.8,   8    4    1, 256    1    1,"quantize_q8_1(const float *, void *, long, long, long, long, long, unsigned int, uint3)"
